id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
47,嘉锋,,replayDS,"在物联网环境中，传感器数据存储在分布式数据库表sensor_log中，结构包括传感器编号（符号类型）、采集日期（日期类型）、时间戳（时间类型）和温度值（整型）。表按日期范围（2023.01.01至2023.01.03）和传感器编号分区。数据时间戳分布为每日06:00:00到22:00:00之间。需将数据按天和时段[08:00:00, 16:00:00]划分为多个回放数据源，求生成的数据源总数并存入result。","n = 1000
sensorID = take(`S1`S2, n)
date = take(2023.01.01..2023.01.03, n).sort!()
timestamp = 06:00:00 + rand(16*60*60*1000, n)
temperature = rand(100, n)
t = table(sensorID, date, timestamp, temperature)

if(existsDatabase(""dfs://iot_db"")){
dropDatabase(""dfs://iot_db"")
}

db_date = database("""", RANGE, 2023.01.01..2023.01.04)
db_sensor = database("""", VALUE, `S1`S2)
db = database(""dfs://iot_db"", COMPO, [db_date, db_sensor])
sensor_log = db.createPartitionedTable(t, `sensor_log, `date`sensorID)
sensor_log.append!(t)
","ds = replayDS(sqlObj=<select * from loadTable(""dfs://iot_db"", `sensor_log)>, dateColumn=`date, timeColumn=`timestamp, timeRepartitionSchema=[08:00:00, 16:00:00])
result = ds.size()
"
48,嘉锋,,restoreDB,"某物联网平台采集了设备传感器数据，原分布式数据库按日期和设备编号分区。由于硬件故障需从备份恢复数据库结构及全部表。输入备份目录为""/backup/iot""，原库路径为""dfs://iotDB""，输出恢复后的库表信息到result变量，结果包含数据库名和表名两列。","dbName = ""dfs://iotDB""
if existsDatabase(dbName):
dropDatabase(dbName)

n = 5000
deviceID = rand(""D""+string(1..100), n)
dates = 2023.01.01..2023.01.05
date = rand(dates, n)
temperature = rand(30.0..40.0, n)
t = table(deviceID, date, temperature)

dateDB = database(, VALUE, dates)
deviceDB = database(, HASH, [SYMBOL, 10])

db = database(dbName, COMPO, [dateDB, deviceDB])
sensorData1 = db.createPartitionedTable(t, `sensorData1, `date`deviceID).append!(t)
sensorData2 = db.createPartitionedTable(t, `sensorData2, `date`deviceID).append!(t)

backupDB(""/backup/iot"", dbName)
","result = restoreDB(""/backup/iot"", ""dfs://iotDB"")
"
49,嘉锋,,rm,"在物联网场景中，临时传感器数据文件处理完成后需要释放存储空间。已知文件路径""/var/iot/202304/calibration.cache""已存储在变量cachePath中，该文件大小为8MB。请清理该缓存文件并获取目录最新状态，返回结果为一个包含文件名、类型和大小字段的表结构，存储在变量result中。","
cachePath = ""/var/iot/202304/calibration.cache""
writeFile(cachePath, ""模拟校准缓存数据"" + string(1..100000))
","
rm(cachePath)
result = files(""/var/iot/202304/"").select(""filename"",""isDir"",""fileSize"")
"
50,嘉锋,,rmdir,"在物联网设备数据归档场景中，设备历史数据存储在 /home/iot_data/device001 目录下，该目录包含 motion_sensor（有2023_log.csv）和 temp_sensor（有2023_readings.dat）两个子目录。请彻底清理该设备的所有历史数据存储结构，但需要保留设备根目录以便后续使用。已知目录结构如下:
输入数据格式:
目录路径:/home/iot_data/device001/
子目录:motion_sensor（含文件）、temp_sensor（含文件）
变量名:路径自动存在无需变量
输出要求:
删除所有子目录及文件但保留根目录
结果变量名:result","
// 创建测试目录结构
mkdir(""/home/iot_data/device001/motion_sensor"")
mkdir(""/home/iot_data/device001/temp_sensor"")
fileHandle1 = file(""/home/iot_data/device001/motion_sensor/2023_log.csv"",""w"")
fileHandle1.close()
fileHandle2 = file(""/home/iot_data/device001/temp_sensor/2023_readings.dat"",""w"")
fileHandle2.close()
","
// 递归删除子内容但保留根目录
result = rmdir(""/home/iot_data/device001"", recursive=true, keepRootDir=true)
"
51,晨曦,,rowAvg,某工业设备每5分钟采集一次三组压力值，存储在表t中，包含列time(分钟数)、sensor1、sensor2、sensor3。需要生成监测报告，计算每个时间点三组传感器的平均压力值，结果保留两位小数，输出结构包含time和avg_pressure列。,"t = table(300 305 310 315 320 as time,  [4.8,5.2,4.9,5.5,5.1] as sensor1, [5.0,4.7,5.3,5.6,5.2] as sensor2, [4.9,5.1,4.8,5.4,5.0] as sensor3)
","result = select time, round(rowAvg(sensor1, sensor2, sensor3), 2) as avg_pressure from t
"
52,晨曦,,setDynamicConfig,在量化交易场景中，因高频数据计算需要临时提升内存缓存效率，需将OLAP引擎缓存容量调整为3072MB并获取生效值。配置项接收数值类型参数，请编写代码实现并将生效后的数值存入result。,,"setDynamicConfig(""OLAPCacheEngineSize"", 3072)
result = getDynamicConfig(""OLAPCacheEngineSize"")"
53,晨曦,,setMaxJobPriority,某金融机构需要限制用户Alex在实时风控分析系统中的任务提交权限，确保最高优先级不超过5。已知管理员账户为admin（密码:password123），用户Alex的密码是securePass。请编写代码实现该限制，并将操作结果保存到变量result中。输入数据格式:用户名字符串和优先级整数，输出数据格式:函数执行结果对象。,"login(`admin, `password123)
createUser(`Alex, `securePass)","result = setMaxJobPriority(`Alex, 5)"
54,晨曦,,sinh,在物联网温度监测系统中，某设备采集到三个监测点的最新温度值分别为30、45、60摄氏度，存储在名为tempReadings的向量中。现需要对温度数值进行双曲正弦数学变换处理，将计算结果存入变量result。已知输入数据格式为整型向量，输出要求为浮点型向量，变量名称必须为result。,"tempReadings = 30 45 60
","result = sinh(tempReadings)
"
55,晨曦,,splev,"在金融数据分析中，某股票每隔两小时记录一次交易价格（时间点为8,10,12,14,16），对应价格分别为[28.5,30.1,29.8,31.6,30.3]。现需要构建平滑曲线模型，预测在9:00、11:00、13:00、15:00时刻的估算价格。已知使用三次样条插值法并在时间戳[10,12,14]处设置控制节点，请编写计算中间时刻价格预测值的代码。输入数据为整型时间向量x，浮点价格向量y，待预测时间点newx，输出结果存入result变量。","x = [8,10,12,14,16]
y = [28.5,30.1,29.8,31.6,30.3]
newx = [9,11,13,15]
tck = splrep(x, y, t=[10,12,14])","result = splev(newx, tck)"
56,晨曦,,startClusterReplication,某工业设备监控系统的主集群由于硬件故障导致实时状态数据的异步备份任务多次失败并自动暂停。运维人员已在控制节点完成高可用架构的必要配置，现在需要立即恢复数据同步，确保从集群能继续接收最新的传感器读数。请编写代码执行恢复操作，并将执行结果存入变量result。,,result = startClusterReplication()
57,晨曦,,stdp,假设有一个物联网设备温度记录表，包含字段deviceID（字符串类型）、time（时间戳类型）和temp（整型）。请统计每个设备温度的总体波动程度，忽略缺失值。输入表变量名为sensorData，输出结果存储在变量result中，要求结果为包含各设备总体标准差的表。,"sensorData = table(
[""D001"",""D001"",""D002"",""D002"",""D002"",""D003""] as deviceID,
[2023.01.01T09:00:00, 2023.01.01T09:05:00, 2023.01.01T09:10:00, 2023.01.01T09:15:00, 2023.01.01T09:20:00, 2023.01.01T09:25:00] as time,
[265, 278, 312, 295, NULL, 289] as temp
)
","result = select stdp(temp) as overall_deviation from sensorData group by deviceID
"
58,晨曦,,sumbars,在股票交易分析中，需统计每只股票在某一交易日后的累计成交量首次突破5000手所需的最小交易日数。输入表trade_data包含symbol（SYM类型）、date（DATE类型）、volume（INT类型）三列，其中volume为非负整数。输出结果需包含原表所有字段及新增字段days_required（表示所需天数，无法满足时返回0），并将结果存储在result变量中。,"trade_data = table(`AAPL`AAPL`MSFT`AAPL`MSFT as symbol, 2023.01.01 + 0..4 as date, [2500, 3000, 1500, 4000, 3500] as volume)
","threshold = 5000
select *, sumbars(volume, threshold) as days_required from trade_data context by symbol as result
"
59,晨曦,,tensor,在图像处理场景中，需要将两个2行2列的灰度图像矩阵整合为一个三维数据结构以便输入神经网络。已知图像矩阵image1的数据为1-4按行填充，image2的数据为5-8按行填充，输入数据存储在变量imageData中。请生成符合要求的三维张量并赋值给result。,"image1 = 1..4$2:2
image2 = 5..8$2:2
imageData = [image1, image2]",result = tensor(imageData)
60,晨曦,,timer,在量化回测中需要评估数据处理环节的效率，现有包含50万个随机浮点数的数组priceData（变量名），请测量将其升序排列20次的总耗时，并将结果存储在result中。,"priceData = rand(100.0, 500000)
","result = timer(20){sort(priceData)}
"
61,晨曦,,tmsum,"某股票交易系统记录了多笔交易的时间戳和成交量，时间列times为[2023.10.08T09:30:00, 2023.10.08T09:32:00, 2023.10.08T09:34:00, 2023.10.08T09:34:30, 2023.10.08T09:35:00, 2023.10.08T09:40:00]，对应成交量volumes为[100, 150, 200, 250, 300, 400]。现需统计每个交易时刻前5分钟时间窗口内的成交量总和，输出结果到变量result。","times = [2023.10.08T09:30:00, 2023.10.08T09:32:00, 2023.10.08T09:34:00, 2023.10.08T09:34:30, 2023.10.08T09:35:00, 2023.10.08T09:40:00]
volumes = [100, 150, 200, 250, 300, 400]
","result = tmsum(times, volumes, 5m)
"
62,晨曦,,tmwavg,"在物联网传感器监测中，需要计算每个采样点前5分钟窗口内，以信号质量为权重进行归一化后的温度加权均值。输入表包含不连续时间戳t（分钟精度）、温度值x（1到6）和信号质量权重y（0.1到0.6），输出结果需保留到result变量。输入数据格式示例:t为[2023.01.01T09:00, 2023.01.01T09:01, 2023.01.01T09:03, 2023.01.01T09:06, 2023.01.01T09:07, 2023.01.01T09:10]，输出要求与输入行数相同的带计算结果列。","T = [2023.01.01T09:00:00, 2023.01.01T09:01:00, 2023.01.01T09:03:00, 2023.01.01T09:06:00, 2023.01.01T09:07:00, 2023.01.01T09:10:00]
X = 1..6
Y = 0.1 0.2 0.3 0.4 0.5 0.6
m = table(T as t, X as x, Y as y)
","result = select *, tmwavg(t, x, y, 5m) from m
"
63,晨曦,,triu,在金融风险分析中，存在一个4x4的相关系数矩阵mat，矩阵元素按列依次为1到16。需要提取该矩阵中从主对角线向上偏移2个位置的对角线及以上区域的数据（其余位置填0），并将处理后的矩阵存储在result中。输入矩阵格式为4x4矩阵，变量名mat；输出结果为矩阵，变量名result。,"mat = matrix(1 2 3 4, 5 6 7 8, 9 10 11 12, 13 14 15 16)","result = triu(mat, 2)"
64,晨曦,,unpack,"某物联网设备上传的二进制数据包含一个温度值（32位浮点数）和设备编号（32位整数）。已知变量binData存储了按""温度+设备号""顺序打包的字节流，请将其解析为元组，温度保留小数，设备号为整数。输入数据格式为BLOB类型，变量名binData，输出结果为变量result。","binData = pack(""f i"", 25.5, 1001)","result = unpack(""f i"", binData)"
65,晨曦,,unregisterSnapshotEngine,"在物联网监控系统中，分布式数据库""dfs://tradeDB""下的表""sensorData""之前启用了数据快照功能，现在需要停止所有节点上该表的快照服务。已知数据库按时间分区，表结构为（id INT, ts TIMESTAMP, val DOUBLE），请编写代码实现该需求，并将结果存储在result变量中。","dbName = ""dfs://tradeDB""
tableName = ""sensorData""
if(existsDatabase(dbName)) dropDatabase(dbName)
db = database(dbName, VALUE, 2023.01.01..2023.01.03)
schema = table(1:0, `id`ts`val, [INT, TIMESTAMP, DOUBLE])
db.createPartitionedTable(schema, tableName, `ts)","result = unregisterSnapshotEngine(dbName, tableName)"
66,晨曦,,uuid,"在物联网设备管理中，需要为3个传感器节点生成符合规范的全局唯一标识符，格式为标准36位字符串，并将结果转换为特定的二进制类型存储。已知设备原始ID向量为sensorIDs=[""a1b2c3d4-ef56-7890-ab12-cd34ef56a8b0"", ""d4c3b2a1-65fe-0987-21ba-43dc65fe0987"", ""1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d""]，请将其转换为正确的格式并赋值给result。","sensorIDs = [""a1b2c3d4-ef56-7890-ab12-cd34ef56a8b0"", ""d4c3b2a1-65fe-0987-21ba-43dc65fe0987"", ""1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d""]",result = uuid(sensorIDs)
67,晨曦,,wavg,某学生的三门课程成绩存储在数组grades中，其中第二门课程成绩缺失（NULL），对应的学分存储在数组weights中。计算该学生的有效课程加权平均成绩，权重使用学分并自动调整，结果存入变量result。输入数据格式:grades为包含NULL的整型数组，weights为整型数组。输出数据格式:数值型result。,"grades = [85, NULL, 92]
weights = [3, 2, 4]
","result = wavg(grades, weights)
"
68,晨曦,,weekBegin,在物联网设备监测场景中，有一批传感器在2023年5月1日至20日期间每日上报运行数据。需要按每隔一周的星期三作为统计周期起点，计算每个周期内设备状态的均值和环境指标总和。输入数据表含DATE类型的date列，FLOAT类型的status列，INT类型的metric列，表名为sensor。请输出以周期起始日分组后的统计结果，存储在result变量。,"
dates = 2023.05.01..2023.05.20
status = rand(10.0, size(dates)) + 95
metric = rand(100, size(dates))
sensor = table(dates as date, status as status, metric as metric)
","
result = select avg(status), sum(metric) from sensor group by weekBegin(date, 2, 2023.05.01, 2) as period_start
"
69,晨曦,,writeLog,"在物联网设备管理中，成功删除两个过期数据文件后，需记录包含文件路径列表[""/data/sensor1.csv"", ""/data/sensor2.csv""]和操作状态'success'的日志信息。请将结构化的操作结果转换为标准JSON格式字符串后写入日志文件，并将该JSON字符串赋值给变量result。","deletedFiles = [""/data/sensor1.csv"", ""/data/sensor2.csv""]
operationStatus = ""success""
logDetails = dict(`filePaths`statusCode, [deletedFiles, operationStatus])","result = toStdJson(logDetails)
writeLog(result)"
